,,"Estimated number of road traffic deaths","Estimated number of road traffic deaths","Estimated number of road traffic deaths","Estimated road traffic death rate (per 100 000 population)","Estimated road traffic death rate (per 100 000 population)","Estimated road traffic death rate (per 100 000 population)"
"Micronesia (Federated States of)","2009","4 [2-6]","3 [2-4]","1 [1-2]","3.9 [2.2-6.0]","5.2 [3.1-8.0]","2.5 [1.4-4.0]"
"Micronesia (Federated States of)","2008","2 [1-3]","1 [1-2]","1 [0-1]","1.9 [1.1-3.0]","2.6 [1.6-4.0]","1.3 [0.7-2.0]"
"Micronesia (Federated States of)","2007","3 [2-5]","2 [1-3]","1 [1-1]","2.9 [1.7-4.4]","3.8 [2.3-5.9]","1.9 [1.0-2.9]"
"Micronesia (Federated States of)","2006","2 [1-3]","1 [1-2]","1 [0-1]","1.9 [1.1-2.9]","2.5 [1.5-3.9]","1.3 [0.7-1.9]"
"Micronesia (Federated States of)","2005","0 [0-0]","0 [0-0]","0 [0-0]","0.0 [0.0-0.0]","0.0 [0.0-0.0]","0.0 [0.0-0.0]"
"Micronesia (Federated States of)","2004","5 [3-8]","3 [2-5]","2 [1-3]","4.7 [2.8-7.2]","6.2 [3.8-9.5]","3.1 [1.9-4.8]"
"Micronesia (Federated States of)","2003","16 [10-24]","11 [7-16]","5 [3-8]","15.0 [9.1-22.9]","19.8 [12.1-30.2]","10.0 [6.1-15.3]"
"Micronesia (Federated States of)","2002","16 [10-24]","11 [7-16]","5 [3-8]","14.9 [9.1-22.8]","19.8 [12.1-30.2]","10.0 [6.1-15.3]"
"Micronesia (Federated States of)","2001","16 [10-24]","11 [7-16]","5 [3-8]","14.9 [9.1-22.8]","19.7 [12.1-30.0]","10.0 [6.1-15.4]"
"Micronesia (Federated States of)","2000","16 [10-24]","11 [7-16]","5 [3-8]","14.9 [9.1-22.8]","19.8 [12.1-30.1]","9.9 [6.0-15.3]"
"Mongolia","2019","679 [641-715]","527 [498-555]","152 [143-160]","21.0 [19.9-22.2]","33.1 [31.3-34.9]","9.3 [8.8-9.8]"
"Mongolia","2018","662 [626-698]","512 [483-539]","151 [142-159]","20.9 [19.7-22.0]","32.7 [30.9-34.5]","9.4 [8.9-9.9]"
"Mongolia","2017","646 [610-681]","495 [468-522]","151 [142-159]","20.8 [19.6-21.9]","32.2 [30.4-34.0]","9.6 [9.0-10.1]"
"Mongolia","2016","499 [471-527]","382 [361-404]","117 [110-123]","16.3 [15.4-17.2]","25.3 [23.9-26.7]","7.6 [7.1-8.0]"
"Mongolia","2015","583 [550-615]","445 [420-469]","138 [130-146]","19.4 [18.3-20.5]","30.0 [28.3-31.7]","9.1 [8.6-9.6]"
"Mongolia","2014","700 [661-739]","530 [500-559]","170 [161-180]","23.8 [22.5-25.1]","36.4 [34.4-38.5]","11.5 [10.8-12.1]"
"Mongolia","2013","597 [562-632]","448 [422-474]","149 [140-158]","20.7 [19.5-21.9]","31.4 [29.6-33.3]","10.2 [9.6-10.8]"
"Mongolia","2012","611 [574-648]","457 [429-484]","154 [145-164]","21.6 [20.3-22.9]","32.6 [30.7-34.6]","10.8 [10.2-11.5]"
"Mongolia","2011","563 [521-605]","422 [391-454]","141 [130-151]","20.3 [18.8-21.8]","30.8 [28.5-33.1]","10.1 [9.3-10.8]"
"Mongolia","2010","506 [466-546]","378 [348-408]","128 [118-138]","18.6 [17.1-20.1]","28.0 [25.8-30.2]","9.3 [8.6-10.1]"
"Mongolia","2009","469 [431-507]","352 [323-380]","117 [108-127]","17.5 [16.1-19.0]","26.5 [24.4-28.7]","8.7 [8.0-9.4]"
"Mongolia","2008","516 [473-558]","392 [360-424]","124 [113-134]","19.6 [18.0-21.2]","30.0 [27.5-32.5]","9.3 [8.6-10.1]"
"Mongolia","2007","579 [531-628]","441 [404-478]","138 [127-150]","22.3 [20.5-24.2]","34.2 [31.4-37.1]","10.6 [9.7-11.5]"
"Mongolia","2006","554 [504-604]","421 [383-459]","133 [121-145]","21.7 [19.7-23.6]","33.1 [30.1-36.1]","10.4 [9.4-11.3]"
"Mongolia","2005","549 [500-598]","419 [382-457]","130 [118-141]","21.7 [19.8-23.7]","33.4 [30.4-36.3]","10.2 [9.3-11.1]"
"Mongolia","2004","526 [477-575]","402 [364-439]","124 [113-136]","21.1 [19.1-23.0]","32.3 [29.3-35.3]","9.9 [9.0-10.8]"
"Mongolia","2003","391 [354-429]","299 [271-329]","92 [83-100]","15.8 [14.3-17.4]","24.3 [22.0-26.7]","7.4 [6.7-8.1]"
"Mongolia","2002","538 [489-587]","415 [377-453]","123 [112-134]","22.0 [20.0-24.0]","34.0 [30.9-37.2]","10.1 [9.1-11.0]"
"Mongolia","2001","385 [350-420]","299 [272-327]","86 [78-93]","15.9 [14.5-17.4]","24.8 [22.5-27.1]","7.1 [6.4-7.7]"
"Mongolia","2000","380 [344-416]","296 [268-324]","84 [76-92]","15.9 [14.3-17.4]","24.8 [22.4-27.1]","7.0 [6.3-7.6]"
"Montenegro","2019","48 [32-69]","36 [24-51]","12 [8-18]","7.6 [5.0-11.1]","11.4 [7.6-16.5]","3.9 [2.5-5.7]"
"Montenegro","2018","49 [33-70]","36 [24-51]","13 [8-19]","7.8 [5.2-11.2]","11.6 [7.8-16.5]","4.1 [2.6-5.9]"
"Montenegro","2017","65 [44-92]","48 [33-67]","17 [11-25]","10.4 [7.0-14.6]","15.4 [10.5-21.5]","5.4 [3.6-7.9]"
"Montenegro","2016","67 [46-94]","49 [34-68]","18 [12-26]","10.7 [7.3-15.0]","15.8 [11.0-22.0]","5.6 [3.7-8.2]"
"Montenegro","2015","53 [37-74]","39 [27-53]","14 [10-21]","8.5 [5.9-11.8]","12.5 [8.7-17.1]","4.5 [3.0-6.5]"
"Montenegro","2014","67 [47-93]","49 [35-67]","18 [12-26]","10.7 [7.5-14.8]","15.8 [11.2-21.6]","5.7 [3.8-8.1]"
"Montenegro","2013","76 [53-105]","56 [40-76]","20 [14-29]","12.1 [8.5-16.7]","18.1 [12.9-24.6]","6.3 [4.3-9.0]"
"Montenegro","2012","47 [33-64]","35 [25-47]","12 [8-18]","7.5 [5.3-10.3]","11.2 [8.0-15.2]","3.9 [2.7-5.6]"
"Montenegro","2011","60 [43-82]","44 [32-60]","16 [11-22]","9.6 [6.8-13.1]","14.4 [10.3-19.4]","4.9 [3.4-6.9]"
"Montenegro","2010","98 [70-132]","73 [53-97]","25 [18-35]","15.7 [11.2-21.2]","23.6 [17.1-31.4]","8.0 [5.5-11.2]"
"Montenegro","2009","103 [75-137]","77 [56-101]","26 [18-36]","16.5 [12.0-21.9]","25.1 [18.3-32.8]","8.2 [5.8-11.4]"
"Montenegro","2008","115 [84-151]","86 [64-112]","29 [20-39]","18.5 [13.5-24.3]","28.2 [20.9-36.5]","9.1 [6.4-12.4]"
"Montenegro","2007","126 [93-165]","95 [70-122]","31 [22-42]","20.3 [14.9-26.6]","31.1 [23.1-40.1]","9.9 [7.0-13.4]"
"Montenegro","2006","88 [65-115]","66 [49-85]","22 [16-30]","14.2 [10.5-18.6]","21.7 [16.2-28.0]","7.0 [5.0-9.5]"
"Montenegro","2005","98 [72-128]","73 [54-94]","25 [18-34]","15.9 [11.7-20.8]","24.0 [18.0-31.1]","8.0 [5.7-10.9]"
"Montenegro","2004","94 [69-124]","68 [51-89]","26 [18-35]","15.3 [11.2-20.1]","22.5 [16.8-29.4]","8.3 [5.9-11.2]"
"Montenegro","2003","87 [63-116]","62 [46-82]","25 [18-33]","14.2 [10.3-18.8]","20.6 [15.2-27.2]","7.9 [5.6-10.7]"
"Montenegro","2002","84 [61-113]","60 [44-80]","24 [17-32]","13.7 [9.9-18.3]","20.0 [14.6-26.5]","7.6 [5.3-10.4]"
"Montenegro","2001","108 [78-145]","78 [57-104]","30 [21-41]","17.6 [12.7-23.7]","25.8 [18.7-34.4]","9.6 [6.7-13.3]"
"Montenegro","2000","87 [62-118]","64 [45-86]","23 [16-33]","14.2 [10.1-19.3]","20.9 [15.0-28.3]","7.6 [5.3-10.5]"
"Morocco","2019","6185 [5477-6899]","5234 [4635-5838]","951 [842-1061]","17.0 [15.0-18.9]","28.9 [25.6-32.3]","5.2 [4.6-5.8]"
"Morocco","2018","6369 [5635-7108]","5380 [4760-6004]","989 [875-1104]","17.7 [15.6-19.7]","30.1 [26.6-33.6]","5.4 [4.8-6.1]"
"Morocco","2017","6811 [6020-7604]","5746 [5080-6416]","1064 [941-1188]","19.1 [16.9-21.4]","32.6 [28.8-36.4]","5.9 [5.2-6.6]"
"Morocco","2016","6917 [6109-7727]","5825 [5145-6507]","1092 [964-1220]","19.7 [17.4-22.0]","33.5 [29.5-37.4]","6.2 [5.4-6.9]"
"Morocco","2015","6841 [6036-7646]","5748 [5072-6425]","1093 [964-1221]","19.7 [17.4-22.1]","33.5 [29.5-37.4]","6.2 [5.5-7.0]"
"Morocco","2014","6784 [5977-7591]","5690 [5013-6367]","1094 [964-1224]","19.8 [17.5-22.2]","33.6 [29.6-37.6]","6.3 [5.6-7.1]"
"Morocco","2013","6770 [5958-7581]","5666 [4986-6345]","1104 [972-1236]","20.1 [17.7-22.5]","34.0 [29.9-38.1]","6.5 [5.7-7.3]"
"Morocco","2012","6761 [5943-7579]","5688 [4999-6376]","1073 [944-1203]","20.3 [17.9-22.8]","34.6 [30.5-38.8]","6.4 [5.6-7.2]"
"Morocco","2011","6848 [6052-7645]","5747 [5079-6416]","1101 [973-1229]","20.9 [18.5-23.3]","35.5 [31.4-39.7]","6.6 [5.9-7.4]"
"Morocco","2010","7568 [6695-8440]","6338 [5607-7069]","1230 [1088-1371]","23.4 [20.7-26.1]","39.7 [35.2-44.3]","7.5 [6.6-8.4]"
"Morocco","2009","7554 [6676-8432]","6319 [5585-7054]","1235 [1091-1378]","23.7 [20.9-26.4]","40.1 [35.5-44.8]","7.6 [6.7-8.5]"
"Morocco","2008","7482 [6606-8358]","6253 [5520-6985]","1229 [1086-1373]","23.7 [20.9-26.5]","40.2 [35.5-44.9]","7.7 [6.8-8.6]"
"Morocco","2007","7411 [6531-8291]","6192 [5457-6927]","1219 [1074-1364]","23.8 [21.0-26.6]","40.3 [35.5-45.1]","7.7 [6.8-8.6]"
"Morocco","2006","7376 [6490-8263]","6164 [5423-6905]","1212 [1067-1358]","23.9 [21.1-26.8]","40.5 [35.7-45.4]","7.8 [6.8-8.7]"
"Morocco","2005","7301 [6406-8195]","6114 [5365-6863]","1187 [1041-1332]","24.0 [21.0-26.9]","40.6 [35.7-45.6]","7.7 [6.8-8.6]"
"Morocco","2004","7156 [6265-8048]","6005 [5257-6754]","1151 [1008-1294]","23.8 [20.8-26.7]","40.3 [35.3-45.4]","7.6 [6.6-8.5]"
"Morocco","2003","7165 [6260-8070]","6025 [5264-6786]","1140 [996-1284]","24.1 [21.0-27.1]","40.9 [35.7-46.1]","7.6 [6.6-8.5]"
"Morocco","2002","7069 [6159-7978]","5948 [5183-6713]","1121 [976-1265]","24.0 [20.9-27.1]","40.8 [35.6-46.1]","7.5 [6.6-8.5]"
"Morocco","2001","6937 [6029-7844]","5876 [5106-6644]","1061 [923-1200]","23.8 [20.7-26.9]","40.7 [35.4-46.1]","7.2 [6.3-8.2]"
"Morocco","2000","6870 [5951-7789]","5837 [5056-6618]","1033 [895-1171]","23.9 [20.7-27.1]","40.9 [35.4-46.4]","7.1 [6.2-8.1]"
"Mozambique","2019","9117 [7527-10850]","6771 [5590-8058]","2346 [1937-2792]","30.0 [24.8-35.7]","45.9 [37.9-54.6]","15.0 [12.4-17.9]"
"Mozambique","2018","8878 [7310-10552]","6606 [5439-7851]","2273 [1871-2701]","30.1 [24.8-35.8]","46.2 [38.0-54.9]","15.0 [12.3-17.8]"
"Mozambique","2017","8645 [7099-10261]","6419 [5271-7619]","2226 [1828-2642]","30.2 [24.8-35.8]","46.2 [37.9-54.8]","15.1 [12.4-17.9]"
"Mozambique","2016","8665 [7098-10273]","6417 [5256-7608]","2248 [1842-2665]","31.1 [25.5-36.9]","47.6 [39.0-56.4]","15.7 [12.8-18.6]"
"Mozambique","2015","8305 [6780-9830]","6125 [5001-7250]","2180 [1779-2580]","30.7 [25.1-36.4]","46.8 [38.2-55.4]","15.6 [12.8-18.5]"
"Mozambique","2014","8001 [6522-9480]","5898 [4808-6988]","2103 [1714-2492]","30.4 [24.8-36.1]","46.4 [37.8-55.0]","15.5 [12.6-18.4]"
"Mozambique","2013","7741 [6299-9183]","5699 [4638-6761]","2042 [1661-2422]","30.3 [24.6-35.9]","46.1 [37.5-54.7]","15.5 [12.6-18.3]"
"Mozambique","2012","7556 [6137-8975]","5538 [4498-6578]","2018 [1639-2397]","30.4 [24.7-36.1]","46.1 [37.4-54.8]","15.7 [12.8-18.7]"
"Mozambique","2011","7356 [5965-8748]","5376 [4360-6393]","1980 [1605-2355]","30.4 [24.7-36.2]","46.0 [37.3-54.8]","15.8 [12.8-18.8]"
"Mozambique","2010","7231 [5853-8609]","5247 [4247-6247]","1984 [1606-2362]","30.7 [24.9-36.6]","46.2 [37.4-55.0]","16.3 [13.2-19.4]"
"Mozambique","2009","7093 [5731-8455]","5125 [4141-6109]","1968 [1590-2346]","31.0 [25.0-36.9]","46.4 [37.5-55.4]","16.6 [13.4-19.8]"
"Mozambique","2008","6994 [5642-8346]","5033 [4060-6006]","1961 [1582-2340]","31.4 [25.3-37.5]","46.9 [37.8-56.0]","17.0 [13.7-20.3]"
"Mozambique","2007","6772 [5460-8083]","4857 [3916-5797]","1915 [1544-2286]","31.2 [25.2-37.3]","46.6 [37.5-55.6]","17.0 [13.7-20.3]"
"Mozambique","2006","6739 [5429-8049]","4840 [3899-5781]","1899 [1530-2268]","32.0 [25.8-38.2]","47.7 [38.5-57.0]","17.4 [14.0-20.7]"
"Mozambique","2005","6626 [5328-7924]","4787 [3850-5725]","1839 [1478-2199]","32.3 [26.0-38.7]","48.6 [39.1-58.1]","17.3 [13.9-20.7]"
"Mozambique","2004","6591 [5285-7896]","4734 [3796-5671]","1857 [1489-2225]","33.1 [26.5-39.7]","49.5 [39.7-59.3]","17.9 [14.4-21.5]"
"Mozambique","2003","6485 [5187-7783]","4626 [3700-5552]","1859 [1487-2231]","33.5 [26.8-40.3]","49.9 [39.9-59.9]","18.5 [14.8-22.2]"
"Mozambique","2002","6365 [5072-7657]","4503 [3588-5417]","1862 [1484-2240]","33.9 [27.0-40.8]","50.1 [39.9-60.3]","19.1 [15.2-22.9]"
"Mozambique","2001","6180 [4911-7451]","4363 [3467-5260]","1817 [1444-2190]","33.9 [27.0-40.9]","50.0 [39.8-60.3]","19.1 [15.2-23.1]"
"Mozambique","2000","6017 [4768-7264]","4192 [3322-5061]","1825 [1446-2203]","34.0 [26.9-41.0]","49.5 [39.2-59.8]","19.7 [15.6-23.8]"
"Myanmar","2019","11004 [9228-12776]","8312 [6971-9650]","2692 [2258-3125]","20.4 [17.1-23.6]","31.9 [26.8-37.1]","9.6 [8.1-11.2]"
"Myanmar","2018","10847 [9105-12585]","8210 [6891-9526]","2637 [2214-3060]","20.2 [17.0-23.4]","31.7 [26.6-36.8]","9.5 [8.0-11.0]"
"Myanmar","2017","10694 [8985-12400]","8073 [6783-9361]","2621 [2202-3039]","20.0 [16.8-23.2]","31.4 [26.4-36.4]","9.5 [8.0-11.0]"
"Myanmar","2016","10540 [8859-12218]","7920 [6657-9181]","2620 [2202-3037]","19.9 [16.7-23.0]","31.0 [26.0-35.9]","9.5 [8.0-11.1]"
"Myanmar","2015","10394 [8748-12040]","7818 [6580-9056]","2576 [2168-2984]","19.7 [16.6-22.9]","30.8 [25.9-35.7]","9.4 [7.9-10.9]"
"Myanmar","2014","10257 [8637-11878]","7687 [6473-8902]","2570 [2164-2976]","19.6 [16.5-22.7]","30.5 [25.7-35.3]","9.5 [8.0-11.0]"
"Myanmar","2013","10105 [8519-11690]","7556 [6370-8741]","2549 [2149-2949]","19.5 [16.4-22.5]","30.2 [25.5-35.0]","9.5 [8.0-11.0]"
"Myanmar","2012","10036 [8471-11600]","7503 [6333-8673]","2533 [2138-2927]","19.5 [16.5-22.6]","30.3 [25.6-35.0]","9.5 [8.0-11.0]"
"Myanmar","2011","9691 [8135-11248]","7177 [6024-8330]","2514 [2111-2918]","19.0 [16.0-22.1]","29.2 [24.5-33.9]","9.5 [8.0-11.1]"
"Myanmar","2010","9655 [8111-11200]","7063 [5933-8193]","2592 [2178-3007]","19.1 [16.0-22.1]","28.9 [24.3-33.6]","9.9 [8.3-11.5]"
"Myanmar","2009","9618 [8089-11146]","6956 [5851-8062]","2662 [2238-3084]","19.1 [16.1-22.2]","28.7 [24.1-33.3]","10.2 [8.6-11.9]"
"Myanmar","2008","9598 [8082-11114]","6848 [5766-7930]","2750 [2316-3184]","19.2 [16.2-22.3]","28.4 [23.9-32.9]","10.6 [9.0-12.3]"
"Myanmar","2007","9450 [7924-10976]","6694 [5613-7775]","2756 [2311-3201]","19.0 [16.0-22.1]","27.9 [23.4-32.4]","10.7 [9.0-12.5]"
"Myanmar","2006","9353 [7584-11122]","6561 [5320-7801]","2792 [2264-3321]","19.0 [15.4-22.6]","27.5 [22.3-32.7]","11.0 [8.9-13.0]"
"Myanmar","2005","9446 [7639-11252]","6588 [5327-7847]","2858 [2312-3405]","19.3 [15.6-23.0]","27.8 [22.5-33.1]","11.3 [9.1-13.5]"
"Myanmar","2004","9576 [7769-11383]","6635 [5383-7887]","2941 [2386-3496]","19.7 [16.0-23.4]","28.2 [22.9-33.6]","11.7 [9.5-13.9]"
"Myanmar","2003","9660 [7853-11468]","6638 [5396-7880]","3022 [2457-3588]","20.1 [16.3-23.8]","28.5 [23.2-33.8]","12.2 [9.9-14.4]"
"Myanmar","2002","9724 [7863-11586]","6678 [5400-7957]","3046 [2463-3630]","20.4 [16.5-24.3]","28.9 [23.4-34.5]","12.4 [10.0-14.7]"
"Myanmar","2001","9737 [7809-11665]","6649 [5333-7966]","3088 [2476-3699]","20.6 [16.5-24.7]","29.1 [23.3-34.8]","12.7 [10.2-15.2]"
"Myanmar","2000","9767 [7850-11685]","6629 [5328-7931]","3138 [2522-3754]","20.9 [16.8-25.0]","29.3 [23.5-35.0]","13.0 [10.5-15.6]"
"Namibia","2019","868 [722-1014]","670 [557-782]","198 [165-232]","34.8 [28.9-40.6]","55.4 [46.1-64.7]","15.4 [12.8-18.0]"
"Namibia","2018","834 [696-971]","640 [534-746]","193 [161-225]","34.0 [28.4-39.7]","54.0 [45.1-62.9]","15.3 [12.8-17.8]"
"Namibia","2017","800 [670-930]","614 [514-714]","186 [156-216]","33.3 [27.9-38.7]","52.8 [44.2-61.4]","15.0 [12.6-17.4]"
"Namibia","2016","754 [633-875]","577 [484-670]","177 [149-205]","32.0 [26.8-37.1]","50.5 [42.4-58.7]","14.5 [12.2-16.9]"
"Namibia","2015","740 [624-857]","565 [477-655]","175 [147-202]","32.0 [27.0-37.0]","50.5 [42.5-58.4]","14.6 [12.3-16.9]"
"Namibia","2014","706 [598-815]","541 [458-624]","165 [140-191]","31.1 [26.3-35.8]","49.2 [41.6-56.7]","14.1 [11.9-16.3]"
"Namibia","2013","676 [572-780]","519 [439-599]","157 [133-181]","30.3 [25.6-34.9]","48.0 [40.6-55.4]","13.6 [11.5-15.7]"
"Namibia","2012","617 [523-710]","476 [404-548]","141 [119-162]","28.1 [23.8-32.3]","44.9 [38.0-51.6]","12.4 [10.5-14.3]"
"Namibia","2011","516 [439-593]","401 [341-460]","115 [98-133]","23.9 [20.4-27.5]","38.4 [32.7-44.2]","10.4 [8.8-11.9]"
"Namibia","2010","556 [473-639]","434 [369-498]","122 [104-141]","26.2 [22.3-30.2]","42.3 [36.0-48.7]","11.2 [9.5-12.8]"
"Namibia","2009","558 [474-644]","431 [366-497]","127 [108-146]","26.8 [22.8-30.9]","42.9 [36.4-49.5]","11.8 [10.0-13.6]"
"Namibia","2008","434 [369-498]","332 [283-381]","102 [87-117]","21.3 [18.1-24.4]","33.7 [28.6-38.6]","9.7 [8.2-11.1]"
"Namibia","2007","432 [368-495]","332 [282-380]","100 [85-115]","21.5 [18.3-24.7]","34.2 [29.2-39.2]","9.6 [8.2-11.0]"
"Namibia","2006","465 [396-534]","364 [310-418]","101 [86-116]","23.6 [20.1-27.1]","38.3 [32.6-44.0]","9.9 [8.4-11.4]"
"Namibia","2005","425 [361-489]","334 [284-384]","91 [77-105]","21.9 [18.6-25.2]","35.7 [30.4-41.1]","9.1 [7.7-10.4]"
"Namibia","2004","420 [357-483]","330 [280-379]","90 [77-104]","22.0 [18.7-25.3]","35.8 [30.4-41.2]","9.2 [7.8-10.5]"
"Namibia","2003","428 [362-492]","331 [280-381]","96 [82-111]","22.8 [19.3-26.2]","36.6 [30.9-42.1]","9.9 [8.4-11.4]"
"Namibia","2002","430 [363-495]","330 [279-381]","99 [84-114]","23.2 [19.6-26.7]","37.0 [31.3-42.6]","10.4 [8.8-11.9]"
"Namibia","2001","416 [351-480]","318 [269-368]","97 [82-113]","22.8 [19.3-26.3]","36.2 [30.6-41.8]","10.3 [8.7-11.9]"
"Namibia","2000","404 [341-469]","307 [259-356]","97 [82-113]","22.5 [19.0-26.1]","35.5 [29.9-41.2]","10.5 [8.8-12.1]"
"Nepal","2019","4654 [3936-5367]","2947 [2492-3398]","1707 [1444-1968]","16.3 [13.8-18.8]","22.6 [19.1-26.0]","11.0 [9.3-12.6]"
"Nepal","2018","4561 [3860-5256]","2885 [2442-3325]","1676 [1418-1931]","16.2 [13.7-18.7]","22.6 [19.1-26.0]","10.9 [9.3-12.6]"
"Nepal","2017","4476 [3792-5156]","2831 [2398-3261]","1645 [1394-1895]","16.2 [13.7-18.7]","22.5 [19.1-26.0]","10.9 [9.2-12.6]"
"Nepal","2016","4622 [3924-5313]","2933 [2490-3372]","1689 [1434-1941]","17.0 [14.4-19.5]","23.6 [20.0-27.1]","11.4 [9.7-13.1]"
"Nepal","2015","4404 [3741-5066]","2810 [2387-3233]","1594 [1354-1833]","16.3 [13.8-18.8]","22.7 [19.3-26.1]","10.9 [9.3-12.5]"
"Nepal","2014","4288 [3638-4939]","2772 [2352-3193]","1516 [1286-1746]","15.9 [13.5-18.4]","22.2 [18.8-25.6]","10.5 [8.9-12.1]"
"Nepal","2013","4238 [3585-4890]","2777 [2349-3205]","1461 [1236-1685]","15.7 [13.3-18.2]","21.9 [18.5-25.2]","10.3 [8.7-11.9]"
"Nepal","2012","4238 [3583-4894]","2822 [2386-3258]","1416 [1197-1636]","15.7 [13.3-18.1]","21.8 [18.4-25.2]","10.1 [8.5-11.6]"
"Nepal","2011","4347 [3730-4964]","2929 [2513-3344]","1418 [1217-1620]","16.1 [13.8-18.4]","22.2 [19.1-25.4]","10.2 [8.8-11.7]"
"Nepal","2010","4255 [3647-4862]","2881 [2469-3292]","1374 [1178-1570]","15.8 [13.5-18.0]","21.7 [18.6-24.8]","10.0 [8.6-11.4]"
"Nepal","2009","4226 [3616-4836]","2866 [2452-3279]","1360 [1164-1557]","15.7 [13.5-18.0]","21.5 [18.4-24.6]","10.0 [8.6-11.5]"
"Nepal","2008","4230 [3612-4848]","2862 [2444-3280]","1368 [1168-1568]","15.9 [13.5-18.2]","21.6 [18.4-24.7]","10.2 [8.7-11.7]"
"Nepal","2007","4212 [3587-4838]","2843 [2421-3265]","1369 [1166-1573]","16.0 [13.6-18.3]","21.7 [18.5-24.9]","10.3 [8.8-11.9]"
"Nepal","2006","4147 [3523-4771]","2798 [2377-3219]","1349 [1146-1552]","15.9 [13.5-18.3]","21.6 [18.3-24.8]","10.3 [8.7-11.8]"
"Nepal","2005","4124 [3494-4755]","2785 [2360-3211]","1339 [1134-1544]","16.0 [13.6-18.5]","21.8 [18.5-25.1]","10.3 [8.8-11.9]"
"Nepal","2004","4038 [3444-4632]","2745 [2342-3149]","1293 [1102-1483]","15.9 [13.5-18.2]","21.7 [18.5-24.9]","10.1 [8.6-11.6]"
"Nepal","2003","3865 [3287-4444]","2629 [2236-3023]","1236 [1051-1421]","15.4 [13.1-17.7]","21.1 [18.0-24.3]","9.8 [8.3-11.3]"
"Nepal","2002","3779 [3203-4356]","2583 [2189-2978]","1196 [1014-1378]","15.3 [13.0-17.6]","21.0 [17.8-24.2]","9.6 [8.1-11.1]"
"Nepal","2001","3726 [3148-4304]","2569 [2171-2968]","1157 [977-1336]","15.3 [12.9-17.7]","21.2 [17.9-24.5]","9.4 [8.0-10.9]"
"Nepal","2000","3717 [3129-4306]","2583 [2174-2992]","1134 [955-1314]","15.5 [13.1-18.0]","21.7 [18.2-25.1]","9.4 [7.9-10.9]"
"Netherlands (Kingdom of the)","2019","681 [535-850]","488 [388-603]","193 [147-247]","4.0 [3.1-5.0]","5.7 [4.6-7.1]","2.2 [1.7-2.9]"
"Netherlands (Kingdom of the)","2018","699 [555-865]","492 [396-601]","207 [160-263]","4.1 [3.3-5.1]","5.8 [4.7-7.1]","2.4 [1.9-3.1]"
"Netherlands (Kingdom of the)","2017","632 [508-773]","461 [376-558]","171 [132-215]","3.7 [3.0-4.5]","5.4 [4.4-6.6]","2.0 [1.5-2.5]"
"Netherlands (Kingdom of the)","2016","648 [530-782]","470 [389-561]","178 [141-221]","3.8 [3.1-4.6]","5.6 [4.6-6.6]","2.1 [1.7-2.6]"
"Netherlands (Kingdom of the)","2015","640 [529-762]","483 [403-570]","157 [126-192]","3.8 [3.1-4.5]","5.7 [4.8-6.8]","1.8 [1.5-2.2]"
"Netherlands (Kingdom of the)","2014","588 [490-697]","424 [358-495]","164 [132-201]","3.5 [2.9-4.1]","5.0 [4.3-5.9]","1.9 [1.6-2.4]"
"Netherlands (Kingdom of the)","2013","588 [495-690]","433 [370-500]","155 [125-190]","3.5 [2.9-4.1]","5.2 [4.4-6.0]","1.8 [1.5-2.2]"
"Netherlands (Kingdom of the)","2012","675 [570-790]","484 [414-559]","191 [156-231]","4.0 [3.4-4.7]","5.8 [5.0-6.7]","2.3 [1.8-2.7]"
"Netherlands (Kingdom of the)","2011","681 [577-795]","490 [421-564]","191 [156-230]","4.1 [3.5-4.7]","5.9 [5.1-6.8]","2.3 [1.9-2.7]"
"Netherlands (Kingdom of the)","2010","660 [562-768]","481 [415-553]","179 [146-215]","4.0 [3.4-4.6]","5.8 [5.0-6.7]","2.1 [1.7-2.6]"
"Netherlands (Kingdom of the)","2009","742 [634-860]","537 [466-614]","205 [169-246]","4.5 [3.8-5.2]","6.5 [5.6-7.4]","2.5 [2.0-2.9]"
"Netherlands (Kingdom of the)","2008","773 [664-893]","570 [497-650]","203 [168-242]","4.7 [4.0-5.4]","6.9 [6.0-7.9]","2.4 [2.0-2.9]"
"Netherlands (Kingdom of the)","2007","816 [702-941]","588 [513-670]","228 [189-272]","4.9 [4.3-5.7]","7.2 [6.3-8.2]","2.7 [2.3-3.3]"
"Netherlands (Kingdom of the)","2006","836 [717-967]","591 [515-674]","245 [202-293]","5.1 [4.4-5.9]","7.2 [6.3-8.3]","3.0 [2.4-3.5]"
"Netherlands (Kingdom of the)","2005","842 [725-970]","616 [538-700]","226 [187-269]","5.1 [4.4-5.9]","7.6 [6.6-8.6]","2.7 [2.3-3.3]"
"Netherlands (Kingdom of the)","2004","908 [785-1044]","646 [565-733]","262 [219-311]","5.6 [4.8-6.4]","8.0 [7.0-9.1]","3.2 [2.7-3.8]"
"Netherlands (Kingdom of the)","2003","1122 [971-1288]","825 [721-938]","297 [249-350]","6.9 [6.0-7.9]","10.3 [9.0-11.7]","3.6 [3.1-4.3]"
"Netherlands (Kingdom of the)","2002","1102 [958-1257]","814 [716-918]","288 [242-339]","6.8 [5.9-7.8]","10.2 [9.0-11.5]","3.5 [3.0-4.2]"
